accX,accY,accZ,gyroX,gyroY,gyroZ
3654,-10543,13460,-14154,-22205,6706
4343,-10943,13389,-14002,-23110,7396
4982,-11353,13297,-13695,-23698,8002
5570,-11735,13125,-13275,-23874,8580
6104,-12080,12889,-12783,-23701,9065
6600,-12372,12599,-12244,-23230,9425
7112,-12646,12302,-11710,-22487,9674
7626,-12967,12073,-11242,-21494,9806
7946,-13231,11773,-10720,-20211,9750
8177,-13422,11399,-10218,-18740,9555
8421,-13690,11276,-9803,-17136,9269
8474,-14061,11125,-9268,-15304,8831
8355,-14416,10737,-8488,-13523,8128
8427,-14786,10494,-7602,-12212,7219
8718,-15284,10549,-6557,-11198,6199
8989,-15834,10729,-5187,-10162,5012
9172,-16272,10864,-3512,-9110,3639
9401,-16644,11106,-1676,-8135,2123
9792,-16987,11487,270,-7058,561
