,accX,accY,accZ,gyroX,gyroY,gyroZ
480,14504,-12584,1859,-1887,-540,11915
481,13960,-12749,1825,-1899,-57,10631
482,13374,-12866,1721,-1943,452,9490
483,12848,-12980,1587,-1997,929,8467
484,12312,-13065,1433,-1995,1320,7552
485,11802,-13144,1285,-1965,1615,6759
486,11307,-13225,1138,-1916,1825,6071
487,10865,-13312,1007,-1851,1945,5469
488,10500,-13411,908,-1775,1984,4948
489,10188,-13510,833,-1686,1964,4514
490,9909,-13610,773,-1579,1875,4157
491,9660,-13708,724,-1458,1691,3843
492,9475,-13799,691,-1323,1404,3538
493,9363,-13888,674,-1183,1041,3241
494,9310,-13969,686,-1047,648,2968
495,9298,-14027,715,-928,307,2728
496,9286,-14072,742,-845,94,2499
497,9264,-14112,763,-795,-4,2277
498,9231,-14138,787,-761,-35,2073
499,9178,-14147,801,-734,-20,1888
500,9111,-14150,803,-708,16,1720
501,9049,-14156,816,-697,91,1576
502,8980,-14170,833,-685,180,1443
503,8928,-14185,852,-652,229,1306
504,8875,-14218,833,-603,240,1163
505,8871,-14238,792,-520,125,1025
506,9094,-14267,776,-432,-176,871
507,9470,-14299,784,-358,-466,599
508,9857,-14340,833,-335,-527,146
509,10204,-14391,877,-371,-410,-445
510,10733,-14456,974,-419,-412,-1137
511,11525,-14518,1143,-467,-409,-1957
512,12283,-14674,1284,-551,-156,-2968
513,13009,-14969,1316,-597,57,-4204
514,14135,-15309,1294,-476,-214,-5694
515,15711,-15740,1303,-296,-752,-7562
516,17219,-16212,1217,-178,-907,-9841
517,18401,-16590,1025,-109,-719,-12134
518,19489,-16835,817,-84,-582,-14197
519,20366,-16878,623,-100,-471,-16054
520,20925,-16725,398,-191,-215,-17725
521,21161,-16439,146,-366,106,-19229
522,21055,-16068,-49,-597,337,-20583
523,20578,-15587,-197,-868,523,-21802
524,19793,-15027,-348,-1190,651,-22898
525,18796,-14378,-418,-1550,626,-23885
526,17618,-13662,-448,-1984,425,-24773
527,16347,-12847,-425,-2465,127,-25573
528,14839,-11885,-256,-2982,-106,-26292
529,12956,-10712,-15,-3460,-270,-26939
530,10734,-9192,470,-4003,-469,-27522
531,8657,-7625,985,-4750,-667,-28047
532,7227,-6200,1062,-5066,-937,-27939
533,6472,-4714,836,-5127,-1191,-26748
534,5994,-3381,698,-5097,-1576,-25256
535,5703,-2058,631,-4952,-2182,-23696
536,5681,-755,1009,-4769,-2842,-22062
537,5504,427,1453,-4509,-2898,-20290
538,5303,1592,1754,-4264,-2475,-18503
539,5102,2678,1933,-4002,-2266,-17204
540,5255,3603,2288,-3622,-2480,-16238
541,5294,4571,2416,-3126,-2319,-15034
542,5178,5440,2563,-2628,-1778,-13504
543,4836,6163,2656,-2176,-970,-11771
544,4402,6678,2827,-1728,-205,-9962
545,4004,6984,3049,-1233,491,-8036
546,3529,7084,3203,-684,1315,-5870
547,2952,6996,3200,-112,2310,-3305
548,2382,6741,3028,449,3256,-369
549,1897,6350,2763,933,3877,2883
550,1620,5822,2451,1441,3937,5872
551,1676,5171,2119,2060,3420,8561
552,2083,4495,1886,2816,2608,10982
553,2861,3791,1732,3467,1838,13160
554,3982,3062,1528,4005,1343,15121
555,5325,2358,1244,4522,1279,16886
556,6841,1753,803,4863,1787,18474
557,8228,1153,504,4811,2675,19903
558,9524,437,403,4371,3502,21189
559,10967,-213,438,3961,3989,22347
560,12845,-836,449,3509,4489,23389
561,14480,-1688,450,2702,5447,24327
562,15231,-2884,501,1812,6331,25171
563,15669,-3993,532,1326,5809,25910
564,16631,-4944,687,1165,3635,26319
565,17766,-5651,924,1197,1198,26438
566,18495,-6228,1129,1250,-184,26118
567,18715,-6731,1305,1152,-146,25573
568,18504,-7285,1464,867,852,25065
569,18033,-7871,1589,538,1892,24573
570,17484,-8488,1729,264,2341,23907
571,16970,-9113,1852,61,2170,23082
572,16532,-9720,1948,-78,1586,22177
573,16192,-10285,2072,-181,823,21240
574,15962,-10771,2234,-266,161,20268
575,15754,-11235,2343,-398,-60,19257
576,15457,-11653,2400,-529,94,18156
